setState(_:),G7CGMManager.setState(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
mutateState(_:),G7CGMManager.mutateState(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
setStateWithResult(_:),G7CGMManager.setStateWithResult(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
fetchNewDataIfNeeded(_:),G7CGMManager.fetchNewDataIfNeeded(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
acknowledgeAlert(alertIdentifier:completion:),G7CGMManager.acknowledgeAlert(alertIdentifier:completion:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
getSoundBaseURL(),G7CGMManager.getSoundBaseURL() in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
getSounds(),G7CGMManager.getSounds() in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
scanForNewSensor(),G7CGMManager.scanForNewSensor() in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
logDeviceCommunication(_:type:),G7CGMManager.logDeviceCommunication(_:type:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
updateDelegate(with:),G7CGMManager.updateDelegate(with:) in G7SensorKit/G7SensorKit/G7CGMManager/G7CGMManager.swift
setSensorId(_:),G7Sensor.setSensorId(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
scanForNewSensor(),G7Sensor.scanForNewSensor() in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
resumeScanning(),G7Sensor.resumeScanning() in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
stopScanning(),G7Sensor.stopScanning() in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
handleGlucoseMessage(message:peripheralManager:),G7Sensor.handleGlucoseMessage(message:peripheralManager:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:readied:),G7Sensor.bluetoothManager(_:readied:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:readyingFailed:with:),G7Sensor.bluetoothManager(_:readyingFailed:with:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
peripheralDidDisconnect(_:peripheralManager:wasRemoteDisconnect:),G7Sensor.peripheralDidDisconnect(_:peripheralManager:wasRemoteDisconnect:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:shouldConnectPeripheral:),G7Sensor.bluetoothManager(_:shouldConnectPeripheral:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:peripheralManager:didReceiveControlResponse:),G7Sensor.bluetoothManager(_:peripheralManager:didReceiveControlResponse:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:didReceiveBackfillResponse:),G7Sensor.bluetoothManager(_:didReceiveBackfillResponse:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:peripheralManager:didReceiveAuthenticationResponse:),G7Sensor.bluetoothManager(_:peripheralManager:didReceiveAuthenticationResponse:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManagerScanningStatusDidChange(_:),G7Sensor.bluetoothManagerScanningStatusDidChange(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
bluetoothManager(_:readied:),G7BluetoothManagerDelegate.bluetoothManager(_:readied:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
bluetoothManager(_:readyingFailed:with:),G7BluetoothManagerDelegate.bluetoothManager(_:readyingFailed:with:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
bluetoothManager(_:shouldConnectPeripheral:),G7BluetoothManagerDelegate.bluetoothManager(_:shouldConnectPeripheral:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
bluetoothManager(_:peripheralManager:didReceiveControlResponse:),G7BluetoothManagerDelegate.bluetoothManager(_:peripheralManager:didReceiveControlResponse:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
bluetoothManager(_:didReceiveBackfillResponse:),G7BluetoothManagerDelegate.bluetoothManager(_:didReceiveBackfillResponse:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
bluetoothManager(_:peripheralManager:didReceiveAuthenticationResponse:),G7BluetoothManagerDelegate.bluetoothManager(_:peripheralManager:didReceiveAuthenticationResponse:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
bluetoothManagerScanningStatusDidChange(_:),G7BluetoothManagerDelegate.bluetoothManagerScanningStatusDidChange(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
peripheralDidDisconnect(_:peripheralManager:wasRemoteDisconnect:),G7BluetoothManagerDelegate.peripheralDidDisconnect(_:peripheralManager:wasRemoteDisconnect:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
peripheralManager(_:didUpdateValueFor:),G7PeripheralManagerDelegate.peripheralManager(_:didUpdateValueFor:) in G7SensorKit/G7SensorKit/G7CGMManager/G7PeripheralManager.swift
peripheralManager(_:didReadRSSI:error:),G7PeripheralManagerDelegate.peripheralManager(_:didReadRSSI:error:) in G7SensorKit/G7SensorKit/G7CGMManager/G7PeripheralManager.swift
peripheralManagerDidUpdateName(_:),G7PeripheralManagerDelegate.peripheralManagerDidUpdateName(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7PeripheralManager.swift
completeConfiguration(for:),G7PeripheralManagerDelegate.completeConfiguration(for:) in G7SensorKit/G7SensorKit/G7CGMManager/G7PeripheralManager.swift
scanForPeripheral(),G7BluetoothManager.scanForPeripheral() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
forgetPeripheral(),G7BluetoothManager.forgetPeripheral() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
stopScanning(),G7BluetoothManager.stopScanning() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
managerQueue_stopScanning(),G7BluetoothManager.managerQueue_stopScanning() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
disconnect(),G7BluetoothManager.disconnect() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
managerQueue_scanForPeripheral(),G7BluetoothManager.managerQueue_scanForPeripheral() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
scanAfterDelay(),G7BluetoothManager.scanAfterDelay() in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
handleDiscoveredPeripheral(_:),G7BluetoothManager.handleDiscoveredPeripheral(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7BluetoothManager.swift
sensorDidConnect(_:name:),G7SensorDelegate.sensorDidConnect(_:name:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
sensorDisconnected(_:suspectedEndOfSession:),G7SensorDelegate.sensorDisconnected(_:suspectedEndOfSession:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
sensor(_:didError:),G7SensorDelegate.sensor(_:didError:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
sensor(_:didRead:),G7SensorDelegate.sensor(_:didRead:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
sensor(_:didReadBackfill:),G7SensorDelegate.sensor(_:didReadBackfill:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
sensor(_:didDiscoverNewSensor:activatedAt:),G7SensorDelegate.sensor(_:didDiscoverNewSensor:activatedAt:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
sensorConnectionStatusDidUpdate(_:),G7SensorDelegate.sensorConnectionStatusDidUpdate(_:) in G7SensorKit/G7SensorKit/G7CGMManager/G7Sensor.swift
mutate(_:),Locked.mutate(_:) in G7SensorKit/Common/Locked.swift
color(for:),G7SettingsView.color(for:) in G7SensorKit/G7SensorKitUI/Views/G7SettingsView.swift
updateValues(),G7SettingsViewModel.updateValues() in G7SensorKit/G7SensorKitUI/Views/G7SettingsViewModel.swift
scanForNewSensor(),G7SettingsViewModel.scanForNewSensor() in G7SensorKit/G7SensorKitUI/Views/G7SettingsViewModel.swift
viewDidLoad(),G7UICoordinator.viewDidLoad() in G7SensorKit/G7SensorKitUI/G7CGMManager/G7UICoordinator.swift
initialView(),G7UICoordinator.initialView() in G7SensorKit/G7SensorKitUI/G7CGMManager/G7UICoordinator.swift
completeSetup(),G7UICoordinator.completeSetup() in G7SensorKit/G7SensorKitUI/G7CGMManager/G7UICoordinator.swift
timeDifference(oldGlucose:newGlucose:),LibreGlucose.timeDifference(oldGlucose:newGlucose:) in LibreTransmitter/LibreTransmitter/LibreGlucose.swift
GetGlucoseTrend(last:),LibreGlucose.GetGlucoseTrend(last:) in LibreTransmitter/LibreTransmitter/LibreGlucose.swift
encode(to:),CalibrationInfo.encode(to:) in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
decrypt(patchInfo:uid:),SensorData.decrypt(patchInfo:uid:) in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
trendMeasurements(_:slope:),SensorData.trendMeasurements(_:slope:) in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
dateOfMostRecentHistoryValue(),SensorData.dateOfMostRecentHistoryValue() in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
dateOfMostRecentHistoryValue(),SensorData.dateOfMostRecentHistoryValue() in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
historyMeasurements(_:slope:),SensorData.historyMeasurements(_:slope:) in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
oopWebInterfaceInput(),SensorData.oopWebInterfaceInput() in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
bytesWithCorrectCRC(),SensorData.bytesWithCorrectCRC() in LibreTransmitter/LibreSensor/SensorContents/SensorData.swift
extractErrorBitField(_:),Measurement.extractErrorBitField(_:) in LibreTransmitter/LibreSensor/SensorContents/Measurement.swift
sendUpdate(_:),MockSensorPairingService.sendUpdate(_:) in LibreTransmitter/LibreTransmitter/Mocks/MockSensorPairingService.swift
pairSensor(),MockSensorPairingService.pairSensor() in LibreTransmitter/LibreTransmitter/Mocks/MockSensorPairingService.swift
pairSensor(),SensorPairingProtocol.pairSensor() in LibreTransmitter/LibreSensor/SensorPairing/SensorPairing.swift
encode(to:),SensorPairingInfo.encode(to:) in LibreTransmitter/LibreSensor/SensorPairing/SensorPairing.swift
reset(),Libre2DirectTransmitter.reset() in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
canSupportPeripheral(_:),Libre2DirectTransmitter.canSupportPeripheral(_:) in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
getDeviceDetailsFromAdvertisement(advertisementData:),Libre2DirectTransmitter.getDeviceDetailsFromAdvertisement(advertisementData:) in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
requestData(writeCharacteristics:peripheral:),Libre2DirectTransmitter.requestData(writeCharacteristics:peripheral:) in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
updateValueForNotifyCharacteristics(_:peripheral:writeCharacteristic:),Libre2DirectTransmitter.updateValueForNotifyCharacteristics(_:peripheral:writeCharacteristic:) in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
didDiscoverWriteCharacteristics(_:writeCharacteristics:),Libre2DirectTransmitter.didDiscoverWriteCharacteristics(_:writeCharacteristics:) in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
didDiscoverNotificationCharacteristic(_:notifyCharacteristic:),Libre2DirectTransmitter.didDiscoverNotificationCharacteristic(_:notifyCharacteristic:) in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
unlock(),Libre2DirectTransmitter.unlock() in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
handleCompleteMessage(),Libre2DirectTransmitter.handleCompleteMessage() in LibreTransmitter/Bluetooth/Transmitter/Libre2DirectTransmitter.swift
canSupportPeripheral(_:),LibreTransmitterProxyProtocol.canSupportPeripheral(_:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
requestData(writeCharacteristics:peripheral:),LibreTransmitterProxyProtocol.requestData(writeCharacteristics:peripheral:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
updateValueForNotifyCharacteristics(_:peripheral:writeCharacteristic:),LibreTransmitterProxyProtocol.updateValueForNotifyCharacteristics(_:peripheral:writeCharacteristic:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
didDiscoverWriteCharacteristics(_:writeCharacteristics:),LibreTransmitterProxyProtocol.didDiscoverWriteCharacteristics(_:writeCharacteristics:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
didDiscoverNotificationCharacteristic(_:notifyCharacteristic:),LibreTransmitterProxyProtocol.didDiscoverNotificationCharacteristic(_:notifyCharacteristic:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
didWrite(_:characteristics:),LibreTransmitterProxyProtocol.didWrite(_:characteristics:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
reset(),LibreTransmitterProxyProtocol.reset() in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
getDeviceDetailsFromAdvertisement(advertisementData:),LibreTransmitterProxyProtocol.getDeviceDetailsFromAdvertisement(advertisementData:) in LibreTransmitter/Bluetooth/Transmitter/LibreTransmitterProxyProtocol.swift
enqueue(_:),LimitedQueue.enqueue(_:) in LibreTransmitter/LibreSensor/LimitedQueue.swift
removeAll(),LimitedQueue.removeAll() in LibreTransmitter/LibreSensor/LimitedQueue.swift
dequeue(),LimitedQueue.dequeue() in LibreTransmitter/LibreSensor/LimitedQueue.swift
